Município;População;Frota Total;Frota Ativa;Acidentes;Veículos Envolvidos;Feridos e Ilesos;Óbitos
São Miguel do Guamá;60903;13892;9780;490;805;604;52
São Miguel do Guaporé;22499;14244;11088;866;1253;1455;48
São Miguel do Iguaçu;27790;22177;13980;637;994;1323;13
São Miguel do Oeste;41569;40890;30768;3516;5007;6209;19
São Miguel do Passa Quatro;4137;2095;1412;157;192;202;10
São Miguel do Tapuio;17758;3231;2361;253;264;255;10
São Miguel do Tocantins;12712;2106;1472;172;317;341;12
São Miguel dos Campos;62405;19011;15027;73;109;65;56
São Miguel dos Milagres;8072;2537;2082;17;26;18;8
São Nicolau;5217;3177;1683;5;5;4;5
São Patrício;2020;1116;896;48;52;59;0
São Paulo;12542390;9416984;5276922;209041;179401;198081;4843
São Paulo das Missões;5549;4555;2761;3;4;2;3
São Paulo de Olivença;0;0;0;0;0;0;0
São Paulo do Potengi;17871;5732;4197;12;12;0;12
São Pedro;3754;3033;2084;79;65;67;2
São Pedro da Água Branca;12859;2682;2091;23;25;18;3
São Pedro da Aldeia;106049;40835;28283;375;534;469;54
São Pedro da Cipa;4897;1926;1415;3;3;2;1
São Pedro da Serra;3769;3002;1958;2;3;4;3
São Pedro da União;4372;4044;2504;161;208;308;5
São Pedro das Missões;2025;1314;766;3;5;6;4
São Pedro de Alcântara;6147;3438;2722;227;283;324;2
São Pedro do Butiá;2948;2754;1796;4;5;1;4
São Pedro do Iguaçu;5508;4048;2364;128;184;241;6
São Pedro do Ivaí;9267;7386;4452;187;269;322;12
São Pedro do Paraná;2459;1839;1290;67;106;144;10
São Pedro do Piauí;14048;4219;3337;206;232;221;15
São Pedro do Suaçuí;4942;2078;1535;232;295;388;13
São Pedro do Sul;16120;11281;6416;12;25;17;15
São Pedro do Turvo;7371;4769;2896;116;135;100;12
São Pedro dos Crentes;4721;1324;1103;5;5;2;3
São Pedro dos Ferros;7333;2822;1893;174;223;309;5
São Rafael;8176;2396;1577;14;19;6;9
São Raimundo das Mangabeiras;19188;6134;5192;103;109;76;34
São Raimundo do Doca Bezerra;5122;1013;760;7;8;6;2
São Raimundo Nonato;38438;22823;15510;638;661;647;31
São Roberto;6876;1334;953;8;8;4;3
São Romão;11229;2891;2063;180;205;279;6
São Roque;6051;4159;2611;146;229;279;14
São Roque de Minas;7134;6276;4157;403;528;662;13
São Roque do Canaã;12579;8065;5909;513;449;695;14
São Salvador do Tocantins;3108;760;506;14;22;22;4
São Sebastião;129082;56189;42248;2266;1923;1808;149
São Sebastião da Amoreira;8790;5490;3071;109;155;225;9
São Sebastião da Bela Vista;5676;2695;1879;228;325;314;3
São Sebastião da Boa Vista;27564;602;236;17;26;16;0
São Sebastião da Grama;10680;7177;4094;198;121;68;15
São Sebastião da Vargem Alegre;3116;1881;1489;83;105;133;4
São Sebastião de Lagoa de Roça;11147;3787;2919;22;26;6;18
São Sebastião do Alto;9379;4070;2450;24;56;50;4
São Sebastião do Anta;6445;3645;2797;132;157;254;6
São Sebastião do Caí;26511;18012;10713;25;43;31;26
São Sebastião do Maranhão;9538;3519;2603;147;160;203;6
São Sebastião do Oeste;8645;4080;2868;589;802;986;16
São Sebastião do Paraíso;72617;55005;36844;4213;6471;7923;53
São Sebastião do Passé;43743;11168;8734;430;661;903;14
São Sebastião do Rio Preto;1248;520;360;74;84;107;3
São Sebastião do Rio Verde;2299;1076;775;35;45;68;1
São Sebastião do Tocantins;4952;749;540;27;41;42;8
São Sebastião do Uatumã;13576;284;94;1;1;1;0
São Sebastião do Umbuzeiro;3537;561;424;3;3;0;3
São Sepé;23232;15673;8641;24;49;29;30
São Simão;37715;21079;13845;1080;1482;1334;60
São Thomé das Letras;7166;2486;1666;218;284;359;6
São Tiago;7166;2486;1666;218;284;359;6
São Tomás de Aquino;6842;3973;2390;173;232;308;5
São Tomé;16752;6442;4023;140;203;259;13
São Valentim;3123;2370;1369;4;9;5;4
São Valentim do Sul;2240;1865;1072;5;9;3;5
São Valério;3721;1637;1159;33;57;54;4
São Valério do Sul;0;0;0;0;0;0;0
São Vendelino;2297;2119;1428;4;9;9;4
São Vicente;382618;163720;113722;7063;6949;7647;238
São Vicente de Minas;7975;3449;2049;160;209;300;11
São Vicente do Seridó;10786;1840;1259;12;16;7;9
São Vicente do Sul;8725;5601;3343;8;16;11;8
São Vicente Ferrer;23006;2865;1613;43;43;38;5
São Vicente Férrer;23006;2865;1613;43;43;38;5
Sapé;53055;20255;15170;112;151;91;58
Sapeaçu;16983;5946;4328;73;109;134;11
Sapezal;28934;23858;20175;50;57;49;22
Sapiranga;80532;56539;37382;54;79;53;58
Sapopema;6595;4364;2687;133;199;268;27
Sapucaí-Mirim;7140;4210;2346;175;253;300;6
Sapucaia;15653;4445;2401;121;148;160;7
Sapucaia do Sul;143303;93944;54146;74;105;93;75
Saquarema;95476;45510;30892;841;1079;1011;85
Sarandi;127189;92598;62890;3972;6256;8416;63
Sarapuí;10728;7224;4650;119;125;94;9
Sardoá;6531;3850;2953;180;233;305;11
Sarutaiá;3590;2245;1176;50;37;31;5
Sarzedo;35612;25107;16934;3268;5087;5382;15
Sátiro Dias;20429;2321;1432;1;2;2;0
Satuba;14056;6357;5709;35;57;29;28
Satubinha;14297;1374;1057;11;11;10;1
Saubara;12010;1709;1354;41;55;67;2
Saudade do Iguaçu;5636;3867;2435;88;133;175;5
Saudades;10280;7934;5981;555;772;756;14
Saúde;12695;2968;2102;16;23;27;1
Schroeder;21983;14305;11108;1286;1820;1821;12
Seabra;43599;24775;17270;223;485;687;41
Seara;18417;15883;11472;2048;2956;2963;7
Sebastianópolis do Sul;3329;3517;2461;34;38;22;3
Sebastião Barros;3266;609;501;18;18;19;3
Sebastião Laranjeiras;11539;1826;1106;32;66;56;10
Sebastião Leal;4454;1673;1480;62;83;70;5
Seberi;10512;10238;6548;25;46;32;31
Sede Nova;2892;2161;1260;2;3;5;2
Segredo;7467;4768;2739;2;3;1;3
Selbach;5098;4970;2868;9;14;14;12
Selvíria;6593;4896;2869;96;124;103;2
Sem-Peixe;2471;1166;938;79;79;110;0
Sena Madureira;48924;10950;9213;627;997;1212;13
Senador Alexandre Costa;11316;1755;1133;14;15;7;8
Senador Amaral;5317;4523;3428;180;240;311;3
Senador Canedo;129871;76911;59935;9202;12348;12208;111
Senador Cortes;1973;994;623;23;29;40;0
Senador Elói de Souza;6167;1574;1059;5;5;0;5
Senador Firmino;7951;6815;4388;223;293;385;12
Senador Georgino Avelino;4488;919;695;7;13;14;1
Senador Guiomard;24352;8162;6390;433;666;757;7
Senador José Bento;1288;638;356;55;59;75;2
Senador José Porfírio;11365;1548;948;132;177;145;13
Senador La Rocque;14080;5923;4603;32;33;20;12
Senador Modestino Gonçalves;3862;1544;1106;99;101;199;6
Senador Pompeu;24589;10341;7684;55;74;70;21
Senador Rui Palmeira;13835;2658;1796;12;17;9;9
Senador Sá;7811;1782;1146;11;17;14;4
Senador Salgado Filho;0;0;0;0;0;0;0
Sengés;19418;10803;6758;439;733;792;25
Senhor do Bonfim;78822;30561;22678;408;639;744;50
Senhora de Oliveira;5722;3265;2291;111;124;175;4
Senhora do Porto;3465;1339;863;187;219;304;4
Senhora dos Remédios;8862;1491;766;68;59;55;5
Sentinela do Sul;5655;4022;2342;7;12;9;7
Sento Sé;41282;3917;2257;26;30;10;21
Serafina Corrêa;18074;12934;8266;9;12;6;10
Sericita;7280;5454;3818;110;138;221;4
Seringueiras;11364;7845;6017;316;457;544;20
Sério;1945;1426;867;2;2;2;2
Seritinga;1845;987;666;47;57;65;0
Seropédica;82160;33275;23785;578;696;625;93
Serra;4487;2177;1577;142;152;249;0
Serra Alta;3234;2584;1972;108;144;173;1
Serra Azul;16060;5367;2963;115;85;98;14
Serra Azul de Minas;4244;1288;1029;75;89;132;4
Serra Branca;13842;3806;2779;19;21;4;19
Serra Caiada;10710;2326;1555;16;17;1;15
Serra da Raiz;3114;535;376;2;2;0;2
Serra da Saudade;751;441;274;24;29;42;1
Serra de São Bento;5725;1397;1007;16;27;22;6
Serra do Mel;12262;4464;3147;37;55;36;14
Serra do Navio;0;0;0;0;0;0;0
Serra do Ramalho;31417;7337;3845;53;102;86;14
Serra do Salitre;11874;7430;4711;902;1227;1644;35
Serra dos Aimorés;8670;2259;1550;279;347;527;8
Serra Dourada;16705;4290;2663;73;78;68;11
Serra Grande;2899;671;504;1;1;0;1
Serra Negra;19496;4989;3911;21;21;14;4
Serra Negra do Norte;8105;2488;1841;6;7;2;5
Serra Nova Dourada;1762;358;277;4;8;4;4
Serra Preta;13691;3535;2248;103;137;148;14
Serra Redonda;7007;2112;1554;6;6;0;6
Serra Talhada;87934;44270;34521;1015;1133;1041;99
Serrana;115329;60045;46894;6466;9655;10856;48
Serrania;7580;3697;2137;186;226;333;5
Serrano do Maranhão;10037;519;384;8;8;6;2
Serranópolis;8948;3944;2865;437;646;679;4
Serranópolis de Minas;4862;1593;1229;54;49;91;2
Serranópolis do Iguaçu;4360;3843;2478;78;113;148;9
Serranos;1907;1079;716;34;44;41;2
Serraria;6015;1138;753;7;7;0;6
Serrinha;86672;41004;29230;758;1108;1207;51
Serrinha dos Pintos;4814;1856;1440;7;8;1;7
Serrita;19270;3722;2580;65;72;64;11
Serro;20612;9117;6241;757;909;1348;14
Serrolândia;13280;3990;2361;10;17;15;2
Sertaneja;4884;4623;2640;189;322;393;18
Sertânia;36324;17207;10017;236;279;210;75
Sertanópolis;16422;14682;9322;640;993;1337;31
Sertão;1570;1366;967;82;107;122;0
Sertão Santana;6664;5080;3083;3;5;3;6
Sertãozinho;136595;108199;73376;3532;3418;3502;108
Sete Barras;12556;6940;4438;221;178;228;21
Sete de Setembro;1971;1393;780;2;4;1;2
Sete Lagoas;247784;151170;105297;19147;29741;34675;116
Sete Quedas;10735;5349;3239;99;126;120;2
Setubinha;12708;2254;1728;263;277;436;3
Severiano de Almeida;3571;2995;1695;2;5;2;2
Severiano Melo;1647;2662;1968;9;10;2;7
Severínia;18167;9959;5859;191;174;209;9
Siderópolis;14242;11170;7889;810;1090;1314;9
Sidrolândia;63910;25983;19224;1172;1972;1815;26
Sigefredo Pacheco;10184;2043;1685;90;94;80;8
Silva Jardim;22087;9220;5865;170;211;191;26
Silvânia;21165;15525;10413;1563;2028;2183;34
Silvanópolis;5474;2295;1684;149;244;278;11
Silveira Martins;2401;1592;996;2;3;2;2
Silveirânia;2250;1161;789;37;43;59;2
Silveiras;6449;3645;2130;83;75;76;5
Silves;0;0;0;0;0;0;0
Silvianópolis;6220;3325;2109;196;276;322;4
Simão Dias;40584;19697;14058;28;36;32;4
Simão Pereira;2601;1996;1291;97;115;120;2
Simões;2601;1996;1291;97;115;120;2
Simões Filho;137251;47177;35533;863;1354;1604;51
Simolândia;6892;3337;2272;193;241;269;10
Simonésia;19916;13226;9305;340;430;644;6
Simplício Mendes;12942;4805;3746;124;126;119;9
Sinimbu;10159;5472;3356;8;11;13;8
Sinop;155650;164451;130846;288;298;217;136
Siqueira Campos;21968;16093;11207;648;1215;1275;36
Sirinhaém;47218;8003;5870;214;246;206;43
Siriri;9133;1897;1426;7;8;6;2
Sítio d'Abadia;3040;642;420;11;13;13;0
Sítio do Mato;13104;1800;953;1;1;1;0
Sítio do Quinto;9554;1985;1153;47;90;79;17
Sítio Novo;23950;5789;4459;48;57;33;23
Sítio Novo do Tocantins;10344;2809;2115;96;178;183;13
Sobradinho;39152;17213;10951;58;78;68;21
Sobrado;6629;4755;3076;2;4;2;2
Sobral;208880;111023;89197;346;488;493;77
Sobrália;5054;2471;1835;102;118;165;3
Socorro;194781;64259;49895;264;397;367;6
Socorro do Piauí;4572;683;545;16;16;14;0
Solânea;26426;10058;6843;42;54;33;28
Soledade;44482;27460;17034;73;113;79;87
Soledade de Minas;6268;2659;1738;234;295;459;6
Solidão;6047;1359;919;25;27;26;1
Solonópole;18515;7516;5588;65;91;109;22
Sombrio;31392;27974;20030;1952;2660;3089;14
Sonora;21044;10698;8079;185;271;289;2
Sooretama;32387;12121;9319;540;311;627;26
Sorocaba;713458;535874;363683;16534;15507;16512;526
Sorriso;99968;98870;80475;167;188;106;109
Sossêgo;3634;554;385;5;5;0;5
Soure;28460;5683;4034;118;131;140;18
Sousa;70155;36414;28151;249;317;293;88
Souto Soares;17114;3875;2259;89;104;92;16
Sucupira;2025;648;507;8;15;13;2
Sucupira do Norte;10718;1749;1082;9;9;5;4
Sucupira do Riachão;5730;1145;906;8;8;3;4
Sud Mennucci;7737;4877;3093;84;58;67;10
Sul Brasil;2346;2126;1478;77;105;117;2
Sulina;2700;2506;1640;43;62;85;5
Sumaré;298571;202483;131672;3852;2704;2318;181
Sumé;17152;5693;4206;23;23;1;23
Sumidouro;16003;10130;6848;59;65;59;8
Surubim;66628;31126;21815;641;691;640;61
Sussuapara;6901;3162;2643;91;100;92;16
Suzanápolis;4180;2608;1653;40;38;37;5
Suzano;309870;168014;109814;4497;3243;3689;139
Tabaí;4886;3914;2388;18;28;23;19
Tabaporã;9413;7216;5440;13;16;7;13
Tabapuã;12717;9174;5940;148;112;110;13
Tabatinga;88009;23596;11937;201;217;237;23
Tabira;29001;13662;9125;245;270;246;26
Taboão da Serra;306757;152891;102864;3776;3221;3390;99
Tabocas do Brejo Velho;12521;2410;1545;23;31;29;1
Taboleiro Grande;2600;817;625;2;2;0;2
Tabuleiro;3507;2070;1233;161;205;289;15
Tabuleiro do Norte;32025;22141;16209;55;88;88;30
Tacaimbó;12848;3954;2703;91;102;81;24
Tacaratu;26688;3589;2876;111;133;106;27
Taciba;6461;3658;2385;87;118;85;14
Tacima;11023;1442;944;11;14;5;8
Tacuru;12054;3232;1985;116;151;133;11
Taguaí;15091;6507;4594;112;122;129;50
Taguatinga;17131;5471;3970;158;247;271;3
Taiaçu;6390;3732;2144;29;26;29;2
Tailândia;113300;29022;19425;1047;1669;1186;85
Taió;18642;16978;11732;1552;2077;2523;17
Taiobeiras;35051;27978;19712;1067;1369;2096;24
Taipas do Tocantins;2183;396;293;10;16;17;0
Taipu;7627;1605;1306;16;16;2;13
Taiúva;5538;4000;2473;83;94;86;4
Talismã;2856;701;498;34;52;59;5
Tamandaré;124517;70704;46389;2939;4670;6010;70
Tamarana;15865;8336;4360;313;514;600;25
Tambaú;23238;17680;10652;275;96;57;16
Tamboara;5260;3531;2249;146;224;279;4
Tamboril;26723;9290;6507;79;114;104;41
Tamboril do Piauí;2966;371;308;12;12;9;0
Tanabi;26485;20304;12382;715;598;777;36
Tangará;24609;11833;8403;630;845;975;28
Tangará da Serra;112158;84427;64427;1349;1549;1796;157
Tanguá;35969;12066;8233;158;189;169;24
Tanhaçu;19827;7450;4943;132;188;210;8
Tanque d'Arca;6061;1659;1352;13;22;10;10
Tanque do Piauí;2815;645;518;34;38;35;5
Tanque Novo;17484;5495;3170;20;35;31;7
Tanquinho;7749;1710;1213;83;128;156;16
Taparuba;3034;1413;1067;84;89;181;6
Tapauá;17015;592;221;1;1;1;0
Tapejara;43288;32444;21480;348;565;687;31
Tapera;32359;6948;5091;49;76;47;39
Taperoá;36940;7365;5117;44;58;48;17
Tapes;17324;10136;5939;12;25;18;12
Tapira;10272;7056;4233;423;519;670;20
Tapiraí;9430;5238;3151;211;197;195;13
Tapiramutá;16409;2429;1532;8;11;10;2
Tapiratiba;12870;7872;4621;168;116;134;16
Tapurah;14943;10983;8304;118;141;128;17
Taquara;57730;39773;24728;62;102;80;67
Taquaraçu de Minas;4138;2909;1862;257;314;379;6
Taquaral;2809;1551;1053;34;40;39;9
Taquaral de Goiás;3442;2314;1667;150;183;188;2
Taquarana;20087;6326;5184;51;90;54;30
Taquari;11874;5907;4384;19;23;23;6
Taquaritinga;57833;44299;27153;1348;1427;1781;64
Taquaritinga do Norte;29732;10747;7234;341;376;308;74
Taquarituba;29732;10747;7234;341;376;308;74
Taquarivaí;6097;2959;2081;82;98;86;16
Taquaruçu do Sul;3076;2386;1611;6;8;6;6
Taquarussu;3599;2094;1515;42;63;63;1
Tarabai;7766;4162;2445;71;68;79;2
Tarauacá;45366;6003;5034;312;487;557;5
Tarrafas;8321;2556;2112;14;20;16;7
Tartarugalzinho;17887;734;580;4;12;11;1
Tarumã;15780;9622;6382;181;195;202;20
Tarumirim;14056;6440;4718;387;451;717;16
Tasso Fragoso;8680;2430;1948;25;25;15;10
Tatuí;126797;98323;65164;3818;3834;4302;117
Tauá;32704;5532;4106;252;418;272;34
Taubaté;327411;234172;154827;9462;8257;8378;233
Tavares;20306;6266;4281;15;17;2;16
Tefé;59378;13101;5192;5;5;7;0
Teixeira;5694;5118;4137;136;174;195;12
Teixeira de Freitas;165147;78754;62769;599;958;1157;53
Teixeira Soares;13241;6938;4400;200;303;391;13
Teixeiras;11582;8066;5135;593;751;1047;20
Teixeirópolis;3726;3169;2599;118;169;189;5
Tejuçuoca;19803;4395;2993;22;35;30;12
Tejupá;4341;1752;1061;54;48;53;6
Telêmaco Borba;82265;56803;39045;3760;6173;7650;53
Telha;4961;1546;1309;39;45;41;1
Tenente Ananias;10926;3773;2926;10;12;7;5
Tenente Laurentino Cruz;6096;2100;1458;9;14;8;7
Tenente Portela;13372;9957;6326;13;24;13;14
Tenório;3106;520;362;4;3;0;5
Teodoro Sampaio;30572;16352;10932;652;657;745;24
Teofilândia;22079;6335;4235;71;138;139;29
Teófilo Otoni;140742;67515;51193;9892;13827;17093;69
Teolândia;14897;3757;2841;51;84;99;14
Teotônio Vilela;44435;11086;9121;43;59;31;34
Terenos;23668;8427;5905;156;219;221;3
Teresina;882532;564500;444026;32347;34183;25578;455
Teresina de Goiás;3627;738;489;236;291;329;17
Teresópolis;191069;110245;73294;1587;1849;1729;157
Terezinha;39927;12673;8655;330;485;535;32
Terezópolis de Goiás;8686;3736;2633;387;536;468;10
Terra Alta;12111;1822;1350;112;182;123;8
Terra Boa;17451;13571;8780;363;537;717;11
Terra de Areia;11534;8596;5558;21;40;32;24
Terra Nova;22898;4649;3222;78;87;109;8
Terra Nova do Norte;10068;9138;6392;11;8;1;13
Terra Rica;15539;12492;7750;247;374;486;8
Terra Roxa;26356;20296;12660;387;537;686;28
Terra Santa;19253;993;340;53;87;71;7
Tesouro;3864;843;636;7;7;5;1
Teutônia;34815;26832;18482;16;29;14;16
Theobroma;9765;4808;3913;279;360;466;7
Tianguá;78363;47142;37151;526;950;1036;51
Tibagi;20732;10312;6434;456;745;858;34
Tibau;4177;1994;1504;96;162;141;11
Tibau do Sul;14777;4942;4005;90;176;168;10
Tietê;24927;15074;9078;331;265;225;23
Tigrinhos;1581;1739;1337;107;146;175;2
Tijucas;40565;39391;32214;4036;5464;5982;40
Tijucas do Sul;17781;11440;7244;288;421;559;8
Timbaúba;52762;27830;16554;535;553;530;29
Timbaúba dos Batistas;2427;717;545;10;15;12;0
Timbé do Sul;5326;4600;3235;166;213;260;4
Timbiras;29448;4231;2523;43;44;37;5
Timbó;15824;2526;1832;186;303;179;31
Timbó Grande;8055;4624;3355;159;199;257;3
Timburi;2624;1509;800;28;21;27;2
Timon;172141;56614;44122;491;507;336;160
Timóteo;92400;50790;35537;5089;7627;9158;31
Tio Hugo;3098;2762;1671;18;33;22;21
Tiradentes;0;0;0;0;0;0;0
Tiradentes do Sul;5303;4027;2419;9;13;6;9
Tiros;6134;5451;3589;332;418;640;14
Tobias Barreto;53116;23444;17807;13;17;11;5
Tocantínia;7770;1591;1050;21;36;43;0
Tocantinópolis;22650;21130;10490;367;608;646;13
Tocantins;5185;2616;1818;95;152;166;7
Tocos do Moji;4095;2789;2005;62;69;113;1
Toledo;11696;4595;2792;123;148;144;12
Tomar do Geru;13825;3406;2354;4;4;1;2
Tomazina;7278;4697;3150;158;229;302;15
Tombos;7094;4980;3175;160;206;298;2
Tomé-Açu;65341;19646;13554;557;893;636;61
Tonantins;0;0;0;0;0;0;0
Toritama;47747;19010;14540;318;338;310;31
Torixoréu;3486;2969;2324;10;11;11;0
Toropi;0;0;0;0;0;0;0
Torre de Pedra;2448;1633;916;9;5;7;0
Torres;9475;13762;11547;584;779;932;2
Torrinha;10182;8583;4861;140;75;71;10
Touros;33609;8733;6127;33;38;11;30
Trabiju;1781;1001;588;15;16;11;2
Tracuateua;31912;3176;2373;168;260;181;19
Tracunhaém;13901;2871;2128;81;95;83;12
Traipu;27777;4428;3354;21;28;27;9
Trairão;19588;4288;2854;368;579;370;74
Trairi;4538;1113;844;5;7;5;1
Trajano de Moraes;10639;4048;2312;20;37;35;2
Tramandaí;55196;33881;21096;13;21;16;13
Travesseiro;0;0;0;0;0;0;0
Tremedal;15601;3279;1983;46;79;67;14
Tremembé;49422;25415;17828;681;471;478;25
Três Arroios;2557;2455;1631;6;14;7;7
Três Barras;19519;13612;9801;737;999;1185;12
Três Barras do Paraná;11904;8554;5505;226;323;433;12
Três Cachoeiras;11192;9216;6640;12;20;9;12
Três Corações;81294;37928;25831;3497;5087;6295;41
Três Coroas;29673;17637;11694;15;23;17;15
Três de Maio;23603;21195;13343;24;34;26;25
Três Forquilhas;0;0;0;0;0;0;0
Três Fronteiras;5898;4825;3091;140;149;187;12
Três Lagoas;129004;102887;76782;6854;10871;10957;44
Três Marias;33753;18530;12585;1130;1614;1872;4
Três Palmeiras;4177;3168;1897;10;20;18;13
Três Passos;23591;22338;14878;28;43;28;29
Três Pontas;57072;34647;23046;2689;3955;4980;42
Três Ranchos;2787;1717;1097;235;270;354;2
Três Rios;84182;39664;27683;333;384;329;54
Treviso;3909;3317;2500;294;368;367;2
Treze de Maio;7304;8110;5639;789;1009;1000;4
Treze Tílias;8933;8174;6238;933;1312;1308;6
Trindade;177129;97696;73702;9095;12145;12394;142
Trindade do Sul;5722;4716;2971;12;17;15;13
Triunfo;7555;4398;2826;4;5;2;4
Triunfo Potiguar;3195;951;733;6;7;2;3
Trizidela do Vale;22345;9706;6879;31;32;18;11
Trombas;3451;1808;1283;72;88;88;0
Trombudo Central;7574;6240;4292;615;813;904;10
Tubarão;107728;103925;76291;15844;21197;24841;49
Tucano;49881;15169;11103;420;663;722;56
Tucumã;41158;30801;18902;601;986;543;85
Tucunduva;5489;4722;2728;12;19;9;13
Tucuruí;118022;38017;26111;1134;1902;1318;62
Tufilândia;5908;1077;832;9;10;8;1
Tuiuti;7248;4482;2845;100;71;64;11
Tumiritinga;6819;1610;1240;171;174;275;10
Tunápolis;4483;4171;3233;193;265;292;0
Tunas;4584;2553;1571;1;1;2;1
Tunas do Paraná;9951;3971;2641;43;58;79;0
Tuneiras do Oeste;8317;5586;3552;167;264;309;12
Tuntum;42481;9339;7148;63;63;49;13
Tupã;65511;60213;38883;2818;2928;3371;54
Tupaciguara;25396;20399;13867;1260;1829;2341;26
Tupanatinga;27984;5584;3832;95;103;87;16
Tupanci do Sul;1447;1282;738;1;9;4;2
Tupanciretã;24304;14493;8848;16;33;13;17
Tupandi;5122;4545;3447;3;4;2;3
Tuparendi;7674;7770;4474;9;14;9;9
Tuparetama;8297;4096;2676;49;55;47;8
Tupãssi;8003;6971;4422;161;223;313;5
Tupi Paulista;15845;11435;7471;314;334;378;11
Tupirama;1991;668;540;17;28;32;0
Tupiratins;2858;503;365;6;9;8;1
Turiaçu;36049;3719;2100;49;51;42;7
Turilândia;26197;2474;1690;30;31;24;5
Turiúba;2027;1338;813;25;29;28;4
Turmalina;22113;16135;11190;890;1095;1519;34
Turuçu;3408;2730;1745;6;9;5;5
Tururu;16764;4630;3340;13;18;17;10
Turvânia;4341;3117;2041;287;401;437;13
